title,link,summary,category,website,published
The best over-the-range microwaves of 2024,https://www.popsci.com/gear/best-over-the-range-microwaves/,"This is an article by Popular Science. We live in the age of the air fryer, but a solid over-the-range microwave can still prove useful for just about any level of cook. While microwaves have gotten better looking and easier to use over the years, the underlying technology hasn’t changed all that much. In recent years, even professional chefs have started acknowledging just how handy a solid microwave can be, especially if they leave space for prep work. The models on this list free up precious countertops for your other kitchen gadgets without sacrificing performance or features. Generally, you’ll want to ensure the model you choose fits your culinary needs and budgetary restrictions. This list of microwaves considers numerous factors, such as overall customer ratings, affordability, and availability. We look at three specifications when buying an over-the-range microwave: wattage, capacity, and external size. Over-the-range microwaves are generally more expensive than countertop models, ranging in price from the low $200s to well over a thousand. However, most over-the-range microwaves worth buying fall between $400-$500, offering special features like touch controls and turntable controls. Ultimately, the decision isn’t whether to get a microwave; it’s where to put it, as mounting a microwave over the range saves counter space and serves as a constant reminder of how far food preparation technology has progressed.",Science & Technology,Popular Science,2024-08-06 16:06:30-0400
Save $200 off Samsung’s awesome Freestyle 2nd Gen projector with Gaming Hub,https://www.popsci.com/gear/samsung-freestyle-projector-deal-summer/,"This is an article by Popular Science. Setting up a projector can feel like trying to solve an impossible puzzle. Samsung’s latest Freestyle projector handles all of that for you and it’s currently $200 off at Samsung.com right now. This portable projector is only about the size of a literal pint of ice cream with a small stand attached. Inside, however, a powerful projector can throw up to a 100-inch screen onto just about any plain surface. It rotates 180 degrees so you can put it on a wall, ceiling, or anywhere in-between. Plus, it automatically adjusts the focus and the shape of the screen, so you’ll get a perfect image without having to mess with a ton of sliders or settings. A surprisingly powerful speaker in the back of the projector pumps out 360-degree sound and it has Samsung’s smart TV interface built in so you can watch content and game with minimal setup.",Science & Technology,Popular Science,2024-08-06 14:02:59-0400
Figure says its new humanoid robot can chat and learn from its mistakes,https://www.popsci.com/technology/figure-new-robot/,"This is an article by Popular Science. Humanoid robots are becoming more common, with Figure being a leading company in introducing bipedal machines into factories. Earlier this year, Figure partnered with BMW to implement their robots at the automaker’s Spartanburg, South Carolina facility. On August 6, Figure unveiled the Figure 02, an upgraded model featuring artificial intelligence speech communication capabilities through a collaboration with OpenAI. The two-minute promotional video showcased the Figure 02's slimmer, matte black design and its advanced five-fingered hands, which offer 16 degrees of freedom and “human-equivalent strength.” However, the tasks demonstrated were similar to those of the previous model, with robots moving car frames around the factory floor. 

Figure claims the 02 can self-correct and learn from mistakes, but it still aims to develop robots capable of more complex functions in warehouses and factories. The integration with OpenAI allows the robot to communicate with humans and interpret visual data through multiple cameras. Other enhancements include a more powerful battery and improved AI capabilities, enabling autonomous real-world tasks. Despite these advancements, the company faces pressure to deliver tangible results, as skepticism grows regarding the inflated expectations surrounding AI technology. The future deployment of Figure 02 robots in factories remains uncertain, as the company envisions a broader role for bipedal robots in various sectors.",Science & Technology,Popular Science,2024-08-06 12:28:21-0400
How Rivian reduced electrical wiring by 1.6 miles and 44 pounds,https://www.popsci.com/technology/rivian-zonal-electrical-architecture/,"This is an article by Popular Science. Unveiled just a couple of months ago, Rivian’s second-generation R1T pickup and R1S SUV will maintain their distinctive look, with playful headlamps and a sleek exterior shape. Underneath the surface is where the magic is taking place, specifically a wholly new electrical architecture the brand says is less costly and easier to service. Rivian senior vice president of electrical hardware Vidya Rajagopalan says the new electrical system offers more features, as well as an increase in sensing and computing capability. The zonal approach reduces the total wiring length by a whopping 1.6 miles and enables each R1 vehicle to shed 44 pounds. Plus, the company claims a 20 percent savings in material costs and a 15 percent reduction in its carbon footprint between Gen 1 and Gen 2. For the second generation of vehicles, four categories get their own ECUs: infotainment, autonomy, vehicle access, drive units, and its battery management system. The infotainment ECU alone is as powerful as a laptop and has the capabilities of a smartphone. The system includes an array of 11 internally developed cameras and five radars performing over 250 trillion operations per second, which Rivian says is an industry-leading statistic. Rajagopalan was working for Tesla as a senior director of engineering before joining Rivian at the end of 2020. With a new joint venture with Volkswagen in progress, Rivian will have the opportunity to build a common platform on a much larger scale.",Science & Technology,Popular Science,2024-08-06 12:20:16-0400
New ‘Hobbit’ fossils discovered on Indonesia’s Flores island,https://www.popsci.com/science/hobbit-fossils/,"This is an article by Popular Science. An international team of archeologists and researchers on the Indonesian island of Flores found new fossils belonging to the rare early human species Homo floresiensis, often referred to as the 'Hobbits' due to their small stature. The study, published in Nature Communications, details three roughly 700,000-year-old bones that provide insights into the evolution of this species. Evidence suggests that these early humans stood about 3.4 feet tall and lived as recently as 50,000 years ago, while Homo sapiens were already established in Australia. The new fossils were discovered in Mata Menge, about 46 miles from the Liang Bua cave, where previous evidence of Homo floresiensis was first uncovered in 2003. 

The newly found fossils pre-date the Liang Bua hominins by about 650,000 years and belong to at least three individuals, indicating they may have had even smaller jaws and teeth. The team discovered the first postcranial element of Homo floresiensis, a distal shaft of an adult humerus, which suggests a height of about 3.2 feet, making it the smallest upper arm bone known from the hominin fossil record. This discovery supports the hypothesis that the ancestors of Homo floresiensis were extremely small in body size. The two teeth found also show characteristics similar to early Homo erectus from Java, but do not confirm a direct evolutionary link. The evolutionary history of the Flores hominins remains largely unknown, but the new fossils suggest that they may have evolved from early Asian hominins that became isolated on the island.",Science & Technology,Popular Science,2024-08-06 11:00:00-0400
This card is the secret to never losing your wallet or keys again,https://www.popsci.com/gear/tracker-card-airtag-dupe-deal/,"This is an article by Popular Science. Losing your keys or wallet at home is annoying, but when you’re out and about, it can cause a full-blown panic attack. The KeySmart SmartCard works with Apple’s Find My app and is a compact, rechargeable alternative to traditional tracking devices. It fits in your wallet and allows you to easily locate your belongings by playing a sound through the app. The setup process is straightforward, and it can help prevent you from leaving your wallet behind at places like Walmart. If you do lose your wallet or keys, the SmartCard features Lost Mode, which shows the last-known location on a map and provides contact information if someone finds it. This wallet tracker card is available for $34.99 with free shipping. Popular Science has been covering technology for over 150 years, helping readers navigate the complex world of consumer electronics. Their team is dedicated to providing trustworthy reviews and recommendations to simplify the shopping experience.",Science & Technology,Popular Science,2024-08-06 09:00:00-0400
"On August 6, 1991, Tim Berners-Lee introduced the World Wide Web",https://www.popsci.com/technology/world-wide-web-introduced/,"This is an article by Popular Science. On August 6, 1991, Tim Berners-Lee, a British computer scientist at CERN, posted a message in the alt.hypertext newsgroup announcing the WorldWideWeb project, which aimed to create links to information anywhere on the internet. This initiative was a response to a query about hypertext links that could simplify navigation across multiple information sources. Before this, navigating the internet required knowledge of specific protocols, making it less accessible. Berners-Lee included one of the first URLs in his post, marking the debut of the World Wide Web. Although he had proposed the idea to his supervisor in 1989, it wasn't until 1990 that he was allowed to work on it independently. His August 6 post invited collaboration and explained key concepts like HTML and HTTP, while also promoting Open Source principles by offering his code for free. The release of the Mosaic web browser in 1993 made the internet more user-friendly, leading to a surge in web engagement. By the late 1990s, the internet began to significantly impact commerce, media, and personal communication. Today’s social media platforms can trace their origins back to Berners-Lee’s groundbreaking announcement.",Science & Technology,Popular Science,2024-08-06 08:00:00-0400
Egypt’s oldest pyramid may have been built using a hydraulic lift,https://www.popsci.com/science/pyramid-hydraulic-lift/,"This is an article by Popular Science. The honor of Egypt’s oldest necropolis belongs to Pharaoh Djoser, a ruler who ushered in the Old Kingdom’s Third Dynasty during the 27th century BCE. Constructed around 2,680 BCE in Saqqara, the six-tier, four-sided Step Pyramid of Djoser stood amid a large courtyard filled with decorative ceremonial structures. A new study indicates at least one previously unknown aid—a hydraulic lift system utilizing a nearby, long-gone lake. Researchers hypothesize a structure near the Step Pyramid likely functioned as a “check dam” for capturing water and sediment. This ancient engineering structure allowed the sediment to settle while water flowed through multiple compartments, eventually reaching pyramid shafts to help raise massive stones. The lift’s floating platform may have risen to around 55 feet, potentially using modifications to ascend higher. Researchers believe this hydraulic lift mechanism fundamentally alters what experts believe ancient Egyptians were capable of creating. The findings suggest that ancient Egyptians may have utilized similar systems in other Old Kingdom pyramids. The only way to know for sure is to continue exploring and analyzing these ruins.",Science & Technology,Popular Science,2024-08-05 14:00:00-0400
Archeologists uncover hoard of gold coins linked to ancient mercenaries,https://www.popsci.com/science/ancient-gold-coins/,"This is an article by Popular Science. A team of archaeologists and researchers uncovered a cache of roughly 2,600-year-old gold coins in the ancient Greek city of Notion, located in western Turkey. The coins, likely a mercenary's salary, were discovered in July 2023 and have been officially announced by the Turkish Ministry of Culture and Tourism. The coins feature a design of a kneeling archer, characteristic of the Persian daric, a type of gold coin issued by the Persian Empire. These coins were likely minted at Sardis, about 60 miles northeast of Notion, and their discovery will provide valuable data on the timeline and history of the Persian daric. The hoard was found in a small pot in a room beneath a Hellenistic house, suggesting it was stored for safekeeping and never recovered. The archaeological context of the hoard allows researchers to better understand the chronology of Achaemenid gold coinage. The city of Notion was incorporated into the Persian Empire in the Mid-Sixth Century BCE and experienced various military operations and conflicts, which may have led to the coins being buried. The coins are now being studied at the Ephesus Archaeological Museum, with ongoing excavations aimed at clarifying their archaeological context.",Science & Technology,Popular Science,2024-08-05 12:00:00-0400
One of the best portable monitors is just $60 at Amazon,https://www.popsci.com/gear/arzopa-s1-portable-monitor-amazon-deal/,"This is an article by Popular Science. Everybody could use extra digital workspace to get things done, especially away from the office. A portable monitor solves this problem: It connects directly to your computer with a single cable, has no battery that needs to be charged, and allows you to take a slim second screen with you everywhere. Arzopa, one of our favorite portable monitor makers, has discounted several of its screens, so if you’ve never tried this type of display before, you can get one for as little as $60. 

The S1 is a 15.6-inch 1080p display that’s .3 inches thick and weighs just 1.7 pounds. It can likely fit inside the laptop slot of your backpack alongside your computer. The display comes with a cover that protects its screen and folds up into a stand. The S1 is equipped with two USB-C ports, a Mini HDMI port, and a headphone jack. You’ll only need a single USB-C cable to connect this display to a modern laptop. The HDMI port can be used to connect a game console. Despite its slim size, ARZOPA managed to fit a speaker system inside the monitor. If you travel often and want to ensure your productivity level stays high throughout your trips, don’t skip this deal.",Science & Technology,Popular Science,2024-08-05 11:43:59-0400
39% of electrodes work after second ‘successful’ human Neuralink implant,https://www.popsci.com/technology/second-neuralink-implant/,"This is an article by Popular Science. Elon Musk claims Neuralink has implanted a second human volunteer with its experimental N1 brain-computer interface (BCI) and that it’s “working very well.” However, only a fraction of the electrodes are reportedly functioning properly, with Musk estimating that roughly 400 of the 1,024 electrodes are currently providing signals. This represents a 10 percent improvement on the malfunction rate reported in Neuralink’s first volunteer, highlighting the challenges still facing the technology. Earlier this year, reports indicated that as many as 870 electrodes completely detached in Neuralink’s first patient, Noland Arbaugh, after the implant shifted within his skull. Arbaugh, who has quadriplegia, experienced degraded BCI performance after initially being able to control a computer using his thoughts. Neuralink has faced regulatory delays and investigations regarding animal rights violations and safety concerns leading up to its first human trials. Musk did not provide details on the complications during a recent podcast but mentioned plans for another eight volunteers to receive N1 devices by the end of the year. He claimed that even with limited functionality, engineers achieved a computing rate that is “twice the world record,” though the specifics of this record remain unclear. Musk expressed optimism for the future, suggesting that in years to come, the technology could vastly exceed current capabilities.",Science & Technology,Popular Science,2024-08-05 10:49:37-0400
What science actually says about seed oils,https://www.popsci.com/health/are-seed-oils-bad-for-you/,"This is an article by Popular Science. If you consume social media, you may have heard: Seed oils are terrible for your health–even toxic! Cooking oils derived from seeds cause everything from heart disease to inflammation to fatigue to bad skin–according to a certain subset of Internet influencers. Yet contrary to the posts demonizing the common ingredients, a bevy of scientific research disagrees. There’re many different types of plant-based cooking oils, but when people talk about seed oils, they’re often referencing a list of eight: Canola, corn, cottonseed, soybean, sunflower, safflower, grapeseed, and rice bran oils. All of these eight oils contain fat and therefore fatty acids (an essential major nutrient group). A particular type of omega-6 compound, called linoleic acid, is at the center of most of the scorn against seed oils. Seed oil detractors argue that we are ingesting far too much linoleic acid, leading to the accumulation of byproducts like arachidonic acid, which they claim causes inflammation. However, scientific studies show that higher linoleic acid intake is associated with lower risk of death from all causes, including heart disease and cancer. The vast majority of scientific evidence indicates that cooking with omega-6 containing oils is harmless and probably good for you. The best path to a healthy diet is probably what you’d expect: a diet rich in fruits and vegetables, with whole grains and lots of fiber.",Science & Technology,Popular Science,2024-08-05 09:27:43-0400
Study confirms that thinking hard is unpleasant,https://www.popsci.com/health/thinking-is-unpleasant-study/,"This is an article by Popular Science. According to new research from the American Psychological Association, mental exertion is linked to various unpleasant feelings and emotions in taxing situations. The findings, detailed in a study published in the journal Psychological Bulletin, suggest that while managers and teachers encourage mental effort, people generally dislike it. The study involved a meta-analysis of 170 studies with 4,670 participants from 29 countries, examining 358 different cognitive tasks. Across all populations, increased mental effort correlated with higher reports of irritation, frustration, annoyance, or stress. Notably, the association was less pronounced in studies from Asian countries, where individuals may have developed a higher tolerance for mental exertion due to their educational experiences. Despite the unpleasantness of mentally challenging tasks, people still engage in them voluntarily, often because they perceive potential rewards. This indicates that individuals may choose to pursue mentally effortful activities despite the discomfort, valuing the effort itself. The study highlights the importance for professionals to consider these feelings when designing tasks and tools.",Science & Technology,Popular Science,2024-08-05 09:00:00-0400
This app gives you piano skills like Ed Sheeran,https://www.popsci.com/gear/skoove-piano-learning-sheet-music-app/,"This is an article by Popular Science. Ed Sheeran didn’t come out of the womb knowing how to tickle the ivories, though that’s a funny thought. It took years of practice and “Thinking Out Loud” to get where he is today, and it only makes sense to crave his level of talent. If you want to learn how to play piano like Ed Sheeran, Adele, and other top musicians, you don’t have to sit through boring lessons. It’s 2024—you can learn from an app! Skoove also gives you feedback on your playing. Each video and lesson shows you a moving music score and an instructor’s hands on your iOS device. This makes following along simple—just mirror your hands with the example, and you’ll be playing like Ed Sheeran in no time! Skoove has hands-on lessons from artists like John Legend, The Beatles, and Adele, and you might just learn some Ed Sheeran songs on piano because Skoove is constantly adding new ones. Imagine impressing your friends with “Perfect” or “Photograph” next time they come over. Ready to become as good a piano player as the world’s favorite ginger?",Science & Technology,Popular Science,2024-08-05 09:00:00-0400
The terrible Radio Shack computer that became your phone,https://www.popsci.com/technology/tandy-trs-80-pocket-computer-video/,"This is an article by Popular Science. Tech history is filled with stories of companies that survived industry turbulence and came out stronger, as well as those that fizzled out spectacularly. One such story is that of Tandy and its TRS-80 Pocket Computer, sold exclusively through Radio Shack. In the early 1980s, these tiny, lightweight personal computers were seen as the future, a stark contrast to today's ubiquitous smartphones. Tandy, named after Dave Tandy and his son Charles, originally started as a leather goods company before acquiring Radio Shack in 1962, which propelled them into the tech industry. In 1977, the release of the TRS-80 desktop marked a significant moment in computing, as it allowed consumers to easily purchase fully-assembled, programmable computers. At that time, Tandy dominated the PC market, owning 60 percent of it, comparable to Apple's current status. However, the company's decline raises questions about why some companies are lost to time despite their initial success. In a recent Popular Science video, host Kevin Lieber explores the history of the TRS-80 Pocket Computer and his frustrations in trying to use one, highlighting the challenges that led to Tandy's downfall.",Science & Technology,Popular Science,2024-08-04 13:04:00-0400
Automakers Are Making New Steels for Stronger and Lighter Cars,https://www.smithsonianmag.com/innovation/automakers-are-making-new-steels-for-stronger-and-lighter-cars-180984848/,"This is an article by Smithsonian. Novel materials are transforming the automotive industry, enabling the production of cars that are both safer and more fuel-efficient. The evolution of steel, from ancient wootz to modern advanced high-strength steel, illustrates this shift. Automakers are now utilizing electric arc furnaces and innovative processing techniques to create a variety of steels tailored for specific needs, such as high-strength steels for chassis and corrosion-resistant options for body panels. The weight reduction achieved through these materials is significant, with every pound saved translating to substantial fuel cost savings over a vehicle's lifetime. The transition to electric vehicles highlights the importance of lightweight materials, as heavier cars can pose safety risks and reduce range. The development of advanced steel has progressed through three generations, with the latest offering improved strength and formability at lower costs. Techniques like tube hydroforming and the use of alloys such as niobium are further enhancing material performance. Additionally, the rise of computer modeling is accelerating the discovery of new materials, allowing for rapid testing and development. As the industry continues to innovate, there is optimism about creating vehicles that are less harmful to both people and the environment.",Science & Technology,Smithsonian,2024-08-07 14:04:47+0000
Can the Noise in Sports Arenas Be Turned Into Electricity?,https://www.smithsonianmag.com/innovation/can-the-noise-in-sports-arenas-be-turned-into-electricity-180984692/,"This is an article by Smithsonian. Seventeen-year-old Gyeongyun Lily Min spent the last seven months in a makeshift laboratory she set up in her parent’s garage, trying to convert vibrations produced by sound waves in sports arenas into electrical energy. Inspired by Disney’s Monsters, Inc., she wondered if the abundant noise in environments like sports arenas could be harnessed to generate electricity. Gyeongyun built a model of a basketball stadium to simulate the sound environment and studied sound pressure in relation to the position of piezoelectric generators. She designed three different types of energy harvester models that improved efficiency in capturing energy from sound. The voltage produced by her models demonstrated a significantly higher output than standalone piezoelectric devices. Despite facing challenges with low-quality materials, Gyeongyun's experiments showed potential for generating electric energy from high noise levels. Her project highlights the possibility of reducing reliance on fossil fuels and mitigating climate change through innovative energy harvesting techniques. Gyeongyun secured a spot as a finalist in the Regeneron International Science and Engineering Fair, where her research was recognized as innovative. Experts acknowledge the feasibility of her technology but note challenges in scaling it effectively. Gyeongyun remains hopeful that further research could enhance the sensitivity and efficiency of piezoelectric materials for sustainable energy production.",Science & Technology,Smithsonian,2024-08-05 15:01:09+0000
"From Corsets to Singlets, the Olympics Have Driven the Evolution of Women's Sportswear",https://www.smithsonianmag.com/innovation/from-corsets-to-singlets-the-olympics-have-driven-the-evolution-of-womens-sportswear-180984732/,"This is an article by Smithsonian. Nearly 100 years before Serena Williams wore a black catsuit at the French Open, Suzanne Lenglen made waves at Wimbledon in 1919 with her unconventional attire, which included a calf-length skirt and no corset. Lenglen's choice was driven by performance needs, allowing her greater agility on the court, and she successfully resisted pressure to conform to traditional dress codes. Over the years, women's sports clothing has evolved significantly, yet strict dress codes still exist in various sports. The upcoming 2024 Summer Olympics in Paris will showcase female athletes who continue to challenge norms and make bold fashion statements. Kevin Jones, a fashion curator, anticipates that this year's Olympics will feature innovative outfits, reflecting advancements in technology and design. The Olympic Charter has specific guidelines for athlete clothing, and this year marks the first time there will be gender parity in athlete participation. Female athletes have historically fought against restrictive clothing, and today they advocate for comfort and personal choice in their uniforms. The debate over athletic uniforms often centers on the balance between performance and comfort versus the potential for sexualization. As the Olympics approach, the clothing choices of female athletes will not only highlight their athleticism but also serve as a platform for cultural commentary. The outcomes of this year's Games will likely influence the future of women's sports apparel for years to come.",Science & Technology,Smithsonian,2024-07-22 14:47:38+0000
Preemie Sharks Get by With a Little Help From an Artificial Uterus,https://www.smithsonianmag.com/innovation/preemie-sharks-get-by-with-a-little-help-from-an-artificial-uterus-180984615/,"This is an article by Smithsonian. When a shark is born prematurely, salt water is toxic to its tiny body, leading to high mortality rates. Researchers at the Okinawa Churaumi Aquarium in Japan have developed an artificial uterus to simulate a mother shark’s womb, allowing midterm Moller’s lanternshark embryos to be sustained for up to a year. This innovation aims to help sharks in aquariums and potentially bolster wild populations of endangered species. Lead author Taketeru Tomita noted that the aquarium often receives living shark fetuses from mothers that die in fishing nets, particularly affecting viviparous sharks that rely on the womb for protection. The team built a large tank with smaller tanks inside, circulating filtered fluid that mimicked natural uterine conditions. Despite initial challenges, including complications with salinity and oxygen supply, the team successfully raised three out of 33 embryos to healthy adulthood. Tomita hopes to expand their efforts to other shark species, acknowledging the diversity in reproductive systems among sharks. Future projects will focus on sustaining lanternshark embryos through their entire gestation period and improving the system's compactness for easier monitoring.",Science & Technology,Smithsonian,2024-06-27 15:48:56+0000
How a New Line of Expedition Ships Is Turning the Tides on Polar Seas,https://www.smithsonianmag.com/innovation/how-a-new-line-of-expedition-ships-is-turning-the-tides-on-polar-seas-180984575/,"This is an article by Smithsonian. The first time I found myself in the waters surrounding South America’s southern tip, in 2013, I spent hours each day in my cabin, fighting off constant nausea. We were navigating the sea around Cape Horn, a notoriously rough passage, and winds were sweeping our “polar approved” vessel from side to side. But when an opportunity came for me to sail to Antarctica a decade later, I couldn’t say no. Thankfully, I found that polar expedition vessels had come a long way in those ten years. A new line of expedition cruise ships has been turning the tides on these treacherous seas and making them much more manageable for both vessels and passengers alike. These purpose-built vessels are making the dreaded “Drake Shake” feel more like the “Drake Lake,” even on its wildest days. According to Cruise Lines International Association (CLIA), 2023 saw a record 81 expedition cruise ships operating, a number that more than quadrupled from a decade ago. Companies such as Lindblad, Scenic Eclipse, and Viking have outfitted their expedition vessels with advanced technologies like Azipod propulsion systems and Dynamic Positioning systems. While today’s purpose-built expedition ships may have oversized stabilizers to help steady them in winds and waves, they’re not entirely foolproof. Crossing the Drake Passage may still have its risks, but they’re minimal in comparison to the days of legendary polar explorers.",Science & Technology,Smithsonian,2024-06-21 15:19:28+0000
Common Artificial Sweetener Linked to Increased Heart Attack Risk in Small Study,https://www.smithsonianmag.com/smart-news/common-artificial-sweetener-linked-to-increased-heart-attack-risk-in-small-study-180984868/,"This is an article by Smithsonian. The artificial sweetener erythritol may increase people’s risk of blood clots, a small study finds, potentially putting them at an increased risk of heart attacks and strokes. Sugar was not observed to have the same effect. The findings, published in the journal Arteriosclerosis, Thrombosis and Vascular Biology, suggest that the health impacts of erythritol should be reevaluated. Researchers found that healthy individuals who consumed 30 grams of erythritol had significantly higher levels of the sweetener in their blood and were more likely to form blood clots compared to those who consumed glucose. Erythritol is commonly used as a sugar substitute in low-calorie and low-carbohydrate foods and drinks. The study raises concerns about the safety of erythritol, especially for individuals at high cardiovascular risk. Limitations of the study include its small sample size and the focus on a single instance of consumption. Future research should investigate the long-term effects of erythritol and other sugar substitutes on cardiovascular health. The evidence suggests that the FDA may need to reconsider erythritol’s safety designation.",Science & Technology,Smithsonian,2024-08-14 12:58:20+0000
How the Great Depression Fueled a Grassroots Movement to Create a New State Called Absaroka,https://www.smithsonianmag.com/history/how-the-great-depression-fueled-grassroots-movement-to-create-a-new-state-called-absaroka-180984873/,"This is an article by Smithsonian. In the 1930s, disillusioned farmers and ranchers sought to create a 49th state called Absaroka from parts of northern Wyoming, southeastern Montana, and western South Dakota. The movement gained traction in early 1935 amid widespread economic despair, with residents feeling neglected by their state governments. Sheridan, Wyoming, became the focal point for the secessionist sentiment, as locals rallied around the idea of forming a new state to address their grievances. Despite the grassroots support, the Absaroka proposal faced significant legal and political hurdles, as it required consent from multiple state legislatures and Congress. 

The movement garnered national media attention, prompting state governments to pay more attention to the needs of their rural populations. However, by 1936, interest in Absaroka waned, and the movement largely faded from public view. A revival attempt in 1939 led by A.R. Swickard, who declared himself governor of Absaroka, was met with skepticism and ultimately failed to gain traction. Despite the lack of official recognition, Swickard's antics brought temporary excitement to the region, but he eventually resigned amid scandals. 

The Absaroka dream never materialized, yet it remains a symbol of the frustrations felt by those in the region, echoing a desire for recognition and belonging that persists to this day.",Science & Technology,Smithsonian,2024-08-14 11:15:00+0000
Could These Carvings in Turkey Be the World's Oldest Lunisolar Calendar?,https://www.smithsonianmag.com/smart-news/these-ancient-carvings-in-turkey-may-be-the-worlds-oldest-lunisolar-calendar-180984875/,"This is an article by Smithsonian. Thousands of years ago, the archaeological site known as Göbekli Tepe was home to a complex of temple-like structures. Located in what is now southern Turkey, the site is known for its pillars decorated with intricate carvings that still stand today. A researcher, Martin Sweatman from the University of Edinburgh, argues that one of these pillars could be an early calendar marking a comet that hit Earth roughly 13,000 years ago. The pillar features a series of rectangles and V-shaped symbols, which may represent the oldest known lunisolar calendar, tracking time using the movements of the sun and moon. Sweatman suggests that the 365 V-shaped symbols could represent days, indicating a calendar with 12 lunar months plus 11 extra days. He believes these carvings reflect ancient people's ability to record their observations of celestial events. Additionally, Sweatman posits that a comet strike around 10,850 B.C.E. may have triggered significant climate changes, leading to the extinction of large animals and the development of early civilization. This event could have initiated new religious practices and agricultural developments to adapt to the colder climate.",Science & Technology,Smithsonian,2024-08-13 20:57:21+0000
MDMA Treatment for PTSD Fails to Secure Federal Approval,https://www.smithsonianmag.com/smart-news/mdma-treatment-for-ptsd-fails-to-secure-federal-approval-180984887/,"This is an article by Smithsonian. The Food and Drug Administration (FDA) last week declined to approve the psychedelic MDMA, also known as ecstasy, to treat post-traumatic stress disorder (PTSD). The agency has asked for an additional Phase 3 clinical trial to test the safety and efficacy of the drug, according to a statement from Lykos Therapeutics, the company that had requested the approval. The decision is “a huge blow” to efforts to get psychedelics approved for treating mental health conditions, but some experts believe it will be a temporary setback. One day after the FDA’s decision, the journal Psychopharmacology retracted three papers on MDMA-assisted therapy due to unethical conduct by researchers associated with Lykos. The retractions came after the journal learned of unethical conduct by researchers at one of the study sites, including a case where a study participant was sexually abused by her therapists. Lykos has acknowledged that ethical violations were reported to the FDA and other bodies, but they regret not disclosing these to the journal. MDMA is considered a Schedule 1 drug, which means it has a high potential for abuse and no currently accepted medical use. The FDA’s decision marked the first time the agency had considered any Schedule 1 psychedelic for medical treatment. PTSD affects around 6 percent of the U.S. population at some point in their lives, and treatments are currently limited to talk therapy and two antidepressant medications. Had MDMA been approved, it would have become the first new treatment for PTSD in more than two decades.",Science & Technology,Smithsonian,2024-08-13 20:25:24+0000
"Slow-Motion Ripples in Earth's Mantle Built Mysterious and Stunning Highland Landscapes, Study Finds",https://www.smithsonianmag.com/smart-news/slow-motion-ripples-in-earths-mantle-built-mysterious-and-stunning-highland-landscapes-study-finds-180984860/,"This is an article by Smithsonian. Considering how long humans have been on Earth, it’s remarkable how much we’re still learning about how it works. A new study suggests that the break-up of an ancient continent sent ripples through Earth’s interior that reverberated for millions of years, creating dramatic plateau landscapes in places like South Africa, Brazil, and India. The edges of tectonic plates are known for spectacular geologic events, while interior regions are thought to be more stable. However, researchers have found that steep topographic features called Great Escarpments form when continents rift and split apart. This rifting warps the continental crust, initiating motion in the Earth’s mantle beneath it. The deformation causes an upwelling of hot material, which then cools and sinks, sending waves through the mantle. These waves strip off dense bottom layers of the continents, allowing the lighter material to rise. Researchers used a computer model to simulate the mantle waves generated by the break-up of the ancient supercontinent Gondwana and confirmed their findings with topographic maps and geologic data. The study suggests that these mantle waves could significantly impact Earth’s surface topography and ancient climates. Other geologists are excited by the findings, noting their potential implications for understanding Earth’s history.",Science & Technology,Smithsonian,2024-08-13 18:10:03+0000
The Final Piece of the National World War I Memorial Is Almost Finished,https://www.smithsonianmag.com/smart-news/the-final-piece-of-the-national-world-war-i-memorial-is-almost-finished-180984856/,"This is an article by Smithsonian. A memorial honoring the millions of Americans who served in World War I is taking shape in Washington, D.C. Last month, crews began assembling the 58-foot-long bronze sculpture that will serve as the centerpiece of the new National World War I Memorial on the National Mall. The sculpture, titled A Soldier’s Journey, created by sculptor Sabin Howard, is currently shrouded in black plastic and protected by fences, but will be unveiled on September 13. The new $44 million memorial is located in Pershing Park across from the White House Visitor Center and was designed by architect Joe Weishaar. The sculpture depicts 38 figures in vivid scenes that tell the story of America’s involvement in the war, such as a daughter handing her father a helmet and nurses helping wounded soldiers. Howard aimed to create an experience that allows viewers, especially children, to engage with the history of World War I. Initial plans for the sculpture were much larger, but it is still expected to be the largest free-standing bronze relief in the Western Hemisphere. The piece was crafted using a combination of historical research, modeling, and advanced technology, culminating in a monumental effort to cast it in bronze. The memorial aims to honor the 4.7 million Americans who served in World War I and address the absence of a comprehensive national memorial for the conflict.",Science & Technology,Smithsonian,2024-08-13 17:21:55+0000
